Date,Sales
2021-03-14,160.3572710909342
2021-03-15,176.80369891150133
2021-03-16,135.38737453297352
2021-03-17,170.21717366324086
2021-03-18,163.26763386819292
2021-03-19,159.79173170368813
2021-03-20,164.0696226468536
2021-03-21,143.6320475302772
2021-03-22,161.6522004784251
2021-03-23,167.74664171050233
2021-03-24,179.2664244339583
2021-03-25,159.6020828768256
2021-03-26,156.9824492609211
2021-03-27,160.31768467315894
2021-03-28,174.74239049056382
2021-03-29,169.1142181690003
2021-03-30,160.75264989542893
2021-03-31,171.3916661577332
2021-04-01,167.423694564385
2021-04-02,176.31848027865078
2021-04-03,159.77579589266927
2021-04-04,163.6691924668389
2021-04-05,163.15942002200285
2021-04-06,152.56525447293214
2021-04-07,170.26674254871537
2021-04-08,170.00648476469428
2021-04-09,167.52274270211197
2021-04-10,165.18672847037013
2021-04-11,153.4252357266819
2021-04-12,163.40422537683
2021-04-13,164.20070577898122
2021-04-14,159.60773655786656
2021-04-15,166.00584978974726
2021-04-16,171.63301015079284
2021-04-17,186.41381422824693
2021-04-18,169.24291212210736
2021-04-19,170.003612239664
2021-04-20,166.6004937003509
2021-04-21,148.0600342304246
2021-04-22,166.87143313066332
2021-04-23,167.61381857818307
2021-04-24,191.50509251787133
2021-04-25,164.7965222950122
2021-04-26,169.5694709243906
2021-04-27,166.02725377201543
2021-04-28,154.49458086987372
2021-04-29,177.40330634243838
2021-04-30,173.27496794784798
2021-05-01,173.43347818469
2021-05-02,156.18388998983153
2021-05-03,179.04752508862563
2021-05-04,150.73023108799362
2021-05-05,170.33394911368777
2021-05-06,186.0741857555384
2021-05-07,153.95627423872202
2021-05-08,157.87857029424256
2021-05-09,164.2060224707202
2021-05-10,157.83091719997668
2021-05-11,147.0035641013836
2021-05-12,162.82887208777024
2021-05-13,151.14193129601213
2021-05-14,166.1114672619443
2021-05-15,151.78089313163898
2021-05-16,176.06326286011608
2021-05-17,152.30953606462904
2021-05-18,156.48915002141462
2021-05-19,167.40236184315995
2021-05-20,146.5058845984395
2021-05-21,160.6265671150879
2021-05-22,170.95112846973473
2021-05-23,141.32308900575165
2021-05-24,158.75316456155159
2021-05-25,159.00544243828247
2021-05-26,163.71571802343882
2021-05-27,143.0101483339674
2021-05-28,141.64875439368802
2021-05-29,159.5381103437134
2021-05-30,156.74583725743037
2021-05-31,155.73035152774318
2021-06-01,156.13169159724026
2021-06-02,145.30132232612124
2021-06-03,153.85126189826485
2021-06-04,153.87962430786132
2021-06-05,143.21880529320256
2021-06-06,168.42695772235672
2021-06-07,153.90813811882032
2021-06-08,136.6513051862082
2021-06-09,154.5185760284378
2021-06-10,137.5893268726064
2021-06-11,154.58473406584235
2021-06-12,157.67246765267168
2021-06-13,137.24743197113528
2021-06-14,154.45112072046874
2021-06-15,148.30387685016672
2021-06-16,151.75122541367614
2021-06-17,161.84920338440708
2021-06-18,139.77438224181267
2021-06-19,134.03447937521565
2021-06-20,132.01711079671426
2021-06-21,132.09165239640436
2021-06-22,138.8135748690554
2021-06-23,142.3285362669207
2021-06-24,141.01418889517973
2021-06-25,145.84747023218537
2021-06-26,137.03235915186937
2021-06-27,150.76298283196664
2021-06-28,132.9052289911203
2021-06-29,162.0767521278229
2021-06-30,140.45435965719685
2021-07-01,124.94835380495167
2021-07-02,122.13312005612448
2021-07-03,136.9890123787352
2021-07-04,129.25228609066488
2021-07-05,137.95018202327114
2021-07-06,134.8667085911921
2021-07-07,128.73134504619102
2021-07-08,120.31839948334091
2021-07-09,112.96622125711197
2021-07-10,122.97980836642566
2021-07-11,135.3413703858884
2021-07-12,128.2531566010934
2021-07-13,112.99233152576072
2021-07-14,126.5219426455714
2021-07-15,127.98688480129707
2021-07-16,114.64212648597116
2021-07-17,124.36860165157412
2021-07-18,122.76799400950833
2021-07-19,110.11491199951834
2021-07-20,124.48559285468053
2021-07-21,125.88330780693481
2021-07-22,130.47859880918503
2021-07-23,129.56385135131953
2021-07-24,104.63224078417966
2021-07-25,108.41938384846421
2021-07-26,122.34251816823425
2021-07-27,121.73062130406304
2021-07-28,121.15013179544431
2021-07-29,153.9403897375228
2021-07-30,120.54215458612697
2021-07-31,125.61606126574989
2021-08-01,123.23478253851162
2021-08-02,119.65046389462367
2021-08-03,109.43329143434818
2021-08-04,119.63297192323834
2021-08-05,103.78040173594363
2021-08-06,108.61413289570181
2021-08-07,105.61084962189332
2021-08-08,110.77410130391507
2021-08-09,132.60173409635664
2021-08-10,90.29140112856867
2021-08-11,115.34487538268478
2021-08-12,91.88284792490701
2021-08-13,102.8281279851767
2021-08-14,117.98429070606052
2021-08-15,107.29500941333339
2021-08-16,95.4424576385656
2021-08-17,98.64501850330973
2021-08-18,112.18281642121981
2021-08-19,97.68276513308622
2021-08-20,106.76159186839666
2021-08-21,104.67445046517827
2021-08-22,97.33577251774703
2021-08-23,124.93574155796472
2021-08-24,109.49165580918645
2021-08-25,82.56900094900375
2021-08-26,104.36488006351551
2021-08-27,95.5744802607276
2021-08-28,110.42092957812731
2021-08-29,93.68802530560667
2021-08-30,100.19502801191645
2021-08-31,106.13408265787572
2021-09-01,109.49636763329181
2021-09-02,88.60337271431206
2021-09-03,97.04188385015243
2021-09-04,95.4311600481715
2021-09-05,93.4543106110451
2021-09-06,117.46251930760656
2021-09-07,103.69165957263623
2021-09-08,86.88046346948116
2021-09-09,108.52907739762502
2021-09-10,120.44696449082093
2021-09-11,109.43888062794657
2021-09-12,83.82332188829736
2021-09-13,94.09152534475123
2021-09-14,111.53395190392737
2021-09-15,91.73332453352069
2021-09-16,103.20766710466492
2021-09-17,106.4896080337361
2021-09-18,89.46216043998652
2021-09-19,98.13886990098317
2021-09-20,66.3386224006758
2021-09-21,88.53915484532116
2021-09-22,96.30369308779689
2021-09-23,86.41253445051423
2021-09-24,115.29015540227107
2021-09-25,84.75502084817415
2021-09-26,94.76112558462695
2021-09-27,100.58887862538656
2021-09-28,113.82889336369466
2021-09-29,85.20702606261287
2021-09-30,111.36158155407777
2021-10-01,100.01138594514136
2021-10-02,90.28789606877092
2021-10-03,104.93275721538345
2021-10-04,102.52586428918136
2021-10-05,94.7714363207191
2021-10-06,101.72474014674597
2021-10-07,97.44145314737949
2021-10-08,102.71236279880051
2021-10-09,108.4957971645174
2021-10-10,118.04662657191874
2021-10-11,90.13490006078139
2021-10-12,124.18457147612662
2021-10-13,83.68908152912651
2021-10-14,102.06231824714746
2021-10-15,109.84798328488466
2021-10-16,107.17374446371177
2021-10-17,98.55015363377318
2021-10-18,103.12348954891604
2021-10-19,100.71643357722803
2021-10-20,100.20861715426473
2021-10-21,115.06811752466939
2021-10-22,110.62600822654808
2021-10-23,100.62435003296746
2021-10-24,117.06077988952454
2021-10-25,111.66275667701314
2021-10-26,117.25690678226145
2021-10-27,115.97653652711756
2021-10-28,101.95558951478539
2021-10-29,105.2222364043356
2021-10-30,118.8885884539839
2021-10-31,118.12393793430819
2021-11-01,112.4286545195117
2021-11-02,114.4411029861447
2021-11-03,126.68722776208355
2021-11-04,108.65006923576446
2021-11-05,120.70427594548276
2021-11-06,113.89106568068607
2021-11-07,114.42789407087693
2021-11-08,128.29606155040597
2021-11-09,126.2777621612044
2021-11-10,126.8855615971623
2021-11-11,132.54351958545794
2021-11-12,120.44827132583256
2021-11-13,127.81833121557304
2021-11-14,118.66759852658241
2021-11-15,125.79411577459823
2021-11-16,122.04375182403331
2021-11-17,125.11823536552626
2021-11-18,130.91311874599424
2021-11-19,117.60260704531366
2021-11-20,147.5417548513578
2021-11-21,117.40038664323633
2021-11-22,116.17076730931146
2021-11-23,140.7550714449665
2021-11-24,137.9609141638032
2021-11-25,137.1646214265335
2021-11-26,138.09461956327885
2021-11-27,132.58483425483175
2021-11-28,124.63908070639857
2021-11-29,135.28196356832154
2021-11-30,128.67234940342541
2021-12-01,146.1227488938203
2021-12-02,135.83587860332082
2021-12-03,129.99347426755386
2021-12-04,135.98344963356104
2021-12-05,144.28212540883612
2021-12-06,135.4774801914358
2021-12-07,133.86061779061836
2021-12-08,145.49373836581003
2021-12-09,146.4862904861148
2021-12-10,139.95242941352132
2021-12-11,141.30195459665222
2021-12-12,149.32831427798916
2021-12-13,133.52720869773333
2021-12-14,134.93816931421492
2021-12-15,142.83739396927132
2021-12-16,148.900423142063
2021-12-17,155.16081212716333
2021-12-18,167.82567664725792
2021-12-19,162.67237672304992
2021-12-20,153.52310004915415
2021-12-21,155.9618169093398
2021-12-22,147.15871687433838
2021-12-23,158.0331969448333
2021-12-24,156.36809363274142
2021-12-25,163.5199983544095
2021-12-26,153.06016360749473
2021-12-27,167.56687213867596
2021-12-28,178.74274946173327
2021-12-29,163.37047698365427
2021-12-30,169.51842381904774
2021-12-31,173.4462296794512
2022-01-01,163.57606820776337
2022-01-02,170.8724258745614
2022-01-03,169.8001432007905
2022-01-04,171.6929335139041
2022-01-05,164.02700864310745
2022-01-06,173.04186851624087
2022-01-07,178.81488241519176
2022-01-08,189.38268729787325
2022-01-09,185.49827726481567
2022-01-10,198.46942511142893
2022-01-11,170.29361854701116
2022-01-12,187.71700540085712
2022-01-13,181.85088510430108
2022-01-14,202.9358723856735
2022-01-15,173.971702011947
2022-01-16,174.6705249210767
2022-01-17,178.08284601225932
2022-01-18,163.8425701688754
2022-01-19,180.82421440345962
2022-01-20,179.4859152563076
2022-01-21,189.57165622220953
2022-01-22,192.47051450742407
2022-01-23,208.79442166594797
2022-01-24,200.5109961602579
2022-01-25,186.20581724858047
2022-01-26,183.9526219451166
2022-01-27,198.81146318965415
2022-01-28,181.63880121899464
2022-01-29,214.09771476488137
2022-01-30,208.5124291722501
2022-01-31,192.95385648508653
2022-02-01,181.43431624738702
2022-02-02,213.01667884507734
2022-02-03,199.236879088853
2022-02-04,213.6565781737786
2022-02-05,186.22187968072444
2022-02-06,197.05154207096842
2022-02-07,203.96805381189608
2022-02-08,205.2467320251387
2022-02-09,201.12836435165428
2022-02-10,212.70019675365182
2022-02-11,196.62856135320573
2022-02-12,206.704236182842
2022-02-13,210.14426012619995
2022-02-14,214.88878549755742
2022-02-15,217.65327605585512
2022-02-16,200.07289251378438
2022-02-17,196.74963631470047
2022-02-18,225.6281148341602
2022-02-19,216.92398813056133
2022-02-20,206.8542489219586
2022-02-21,230.57750060858118
2022-02-22,216.93803283707456
2022-02-23,228.27784526216917
2022-02-24,217.85177213375616
2022-02-25,238.4637566397176
2022-02-26,236.07720482498934
2022-02-27,216.68935923569003
2022-02-28,229.53745988116677
2022-03-01,226.90566856137835
2022-03-02,234.75565982003002
2022-03-03,212.02469251612774
2022-03-04,229.12604731835913
2022-03-05,233.42828476916984
2022-03-06,205.82193655256748
2022-03-07,212.12870880415045
2022-03-08,204.10749627883203
2022-03-09,222.33073004504246
2022-03-10,232.71155609706568
2022-03-11,241.05729667874272
2022-03-12,227.25843077441868
2022-03-13,243.27347025668612
2022-03-14,213.6421220187148
2022-03-15,210.85104307863972
2022-03-16,227.75695370373478
2022-03-17,232.56640822771166
2022-03-18,228.79782082370025
2022-03-19,208.834989326778
2022-03-20,228.98841960520068
2022-03-21,217.19064679006758
2022-03-22,237.27324996393057
2022-03-23,234.56910357518333
2022-03-24,221.81629124209957
2022-03-25,226.37372100502512
2022-03-26,221.20285518979347
2022-03-27,231.43606925510255
2022-03-28,241.8673976373854
2022-03-29,222.697051727878
2022-03-30,237.81832220710777
2022-03-31,227.68402076170526
2022-04-01,225.25179586711113
2022-04-02,232.2893318926063
2022-04-03,223.17150872607908
2022-04-04,228.13692599817475
2022-04-05,221.82932774626593
2022-04-06,253.57526040224718
2022-04-07,234.38578041661688
2022-04-08,227.1262820817995
2022-04-09,236.33901236185957
2022-04-10,233.13692442604327
2022-04-11,232.09685227068377
2022-04-12,240.4799507237478
2022-04-13,241.93053316355193
2022-04-14,229.0531028928075
2022-04-15,228.58812961879056
2022-04-16,231.56958972996097
2022-04-17,211.26034868761576
2022-04-18,219.0728284906334
2022-04-19,247.82445612571158
2022-04-20,250.52223511185542
2022-04-21,231.4849911066812
2022-04-22,239.6297466345431
2022-04-23,236.85162314303815
2022-04-24,264.38908459640083
2022-04-25,244.6434861759992
2022-04-26,232.00242670507683
2022-04-27,223.54657218189357
2022-04-28,216.84450316232326
2022-04-29,234.73731967479043
2022-04-30,224.9197352869672
2022-05-01,218.02822673711273
2022-05-02,225.53964081418366
2022-05-03,220.93170706195068
2022-05-04,248.34776318547202
2022-05-05,240.00938086400956
2022-05-06,230.81750820310242
2022-05-07,245.38868399775913
2022-05-08,231.04283578557644
2022-05-09,221.32427192539112
2022-05-10,244.82451963266521
2022-05-11,234.62690396772146
2022-05-12,218.49838591527535
2022-05-13,226.5891867712671
2022-05-14,219.3469655405749
2022-05-15,213.87474328316364
2022-05-16,236.5532994040871
2022-05-17,245.96384051152273
2022-05-18,212.4516945641099
2022-05-19,231.62448715519892
2022-05-20,219.03570719039075
2022-05-21,220.2083190502296
2022-05-22,218.68336680335176
2022-05-23,215.48561877339574
2022-05-24,224.11964737450677
2022-05-25,214.82471845051785
2022-05-26,225.32966268229407
2022-05-27,221.60487946708685
2022-05-28,219.19144517469667
2022-05-29,211.97066318595841
2022-05-30,214.73588233824518
2022-05-31,227.50694040137196
2022-06-01,224.40398649734428
2022-06-02,209.05362221275064
2022-06-03,219.24965309977705
2022-06-04,225.19037592742234
2022-06-05,200.39587178108252
2022-06-06,221.9304196535385
2022-06-07,209.27117643907394
2022-06-08,220.99793196299626
2022-06-09,207.04805349550435
2022-06-10,196.01492768706436
2022-06-11,197.16606876841624
2022-06-12,213.29496644804144
2022-06-13,214.77908529069717
2022-06-14,202.50179829581145
2022-06-15,217.28959728740546
2022-06-16,193.64302830987162
2022-06-17,208.94808069022443
2022-06-18,196.8457065230468
2022-06-19,201.78108505959892
2022-06-20,208.11384692496364
2022-06-21,198.3732267120492
2022-06-22,202.46664163972815
2022-06-23,215.70754972972867
2022-06-24,199.205967325478
2022-06-25,212.66016398130654
2022-06-26,192.3328768053441
2022-06-27,208.25328895837626
2022-06-28,216.69508864890886
2022-06-29,176.88622057948382
2022-06-30,192.95633874367198
2022-07-01,206.01825575974988
2022-07-02,197.53919629513567
2022-07-03,202.6033520788464
2022-07-04,192.1746671955952
2022-07-05,198.4036800759092
2022-07-06,195.3051651103658
2022-07-07,207.86505990818785
2022-07-08,198.05815021586707
2022-07-09,198.2183252435526
2022-07-10,190.05379334470118
2022-07-11,188.62892532075875
2022-07-12,188.51424240042513
2022-07-13,196.12184585549355
2022-07-14,187.3078936976869
2022-07-15,193.7590646918028
2022-07-16,210.96231395326686
2022-07-17,198.27020274526572
2022-07-18,185.6532766221999
2022-07-19,200.284359318294
2022-07-20,183.55457063981214
2022-07-21,166.62182231030388
2022-07-22,176.29482838708822
2022-07-23,167.0455167395419
2022-07-24,181.6214047421675
2022-07-25,184.70942315834094
2022-07-26,200.68414373773044
2022-07-27,186.5896406514126
2022-07-28,180.53625476312519
2022-07-29,190.43473576164047
2022-07-30,159.44950150794642
2022-07-31,183.34415556385954
2022-08-01,188.13102196127926
2022-08-02,165.07829404259724
2022-08-03,190.75112943165087
2022-08-04,182.1558489120798
2022-08-05,174.0833798611413
2022-08-06,184.0377427429947
2022-08-07,199.89901879705832
2022-08-08,178.5016275794668
2022-08-09,178.66495941145487
2022-08-10,171.09804917791368
2022-08-11,166.7114349031217
2022-08-12,183.04096992107594
2022-08-13,165.71421350281238
2022-08-14,174.53805222741076
2022-08-15,168.60323987355756
2022-08-16,177.7373087941526
2022-08-17,175.86228176760886
2022-08-18,182.48984349328202
2022-08-19,166.61387258054012
2022-08-20,168.6258617384732
2022-08-21,161.15870002714703
2022-08-22,166.13644851187408
2022-08-23,173.99691071398996
2022-08-24,177.44995687128986
2022-08-25,160.32637869263354
2022-08-26,177.9240012357078
2022-08-27,182.47632861529095
2022-08-28,172.75855038123206
2022-08-29,187.1087959343443
2022-08-30,160.3321055543797
2022-08-31,155.36526795378697
2022-09-01,149.77921832137775
2022-09-02,182.29438501859164
2022-09-03,173.65815789093247
2022-09-04,166.3523715695065
2022-09-05,169.51489431881043
2022-09-06,155.28069155064182
2022-09-07,190.8269673780249
2022-09-08,167.5091199514139
2022-09-09,167.17201099195617
2022-09-10,173.2106738785115
2022-09-11,170.6519254586322
2022-09-12,167.9834669094588
2022-09-13,157.7567266377906
2022-09-14,170.30712910225108
2022-09-15,184.3578692732888
2022-09-16,178.9512784035824
2022-09-17,181.4027388846667
2022-09-18,160.34691351028545
2022-09-19,155.56568037784535
2022-09-20,164.22103171920003
2022-09-21,166.06788550038098
2022-09-22,176.49889490526795
2022-09-23,148.6933250918445
2022-09-24,180.9891506763908
2022-09-25,164.2039607608206
2022-09-26,161.62036487095259
2022-09-27,155.88803421875392
2022-09-28,149.59519887320582
2022-09-29,174.5249585328564
2022-09-30,167.1907288232422
2022-10-01,153.73705145636495
2022-10-02,153.87979997744426
2022-10-03,163.68148059867946
2022-10-04,183.95308770517056
2022-10-05,164.90529669750094
2022-10-06,152.7228948844947
2022-10-07,165.56476359396763
2022-10-08,165.57755876764128
2022-10-09,141.6332291087212
2022-10-10,168.3711148641171
2022-10-11,166.93131486579307
2022-10-12,176.5439064965281
2022-10-13,188.42712559263498
2022-10-14,181.57342461181082
2022-10-15,168.00352943332058
2022-10-16,160.02617181777472
2022-10-17,197.23835198330767
2022-10-18,172.52450151146368
2022-10-19,172.5133409617758
2022-10-20,172.58861897143677
2022-10-21,175.28054928096773
2022-10-22,172.33985436648814
2022-10-23,168.54443103560163
2022-10-24,169.32379684161808
2022-10-25,174.98983388491703
2022-10-26,170.42164300136417
2022-10-27,169.2793953999398
2022-10-28,178.03744701975504
2022-10-29,175.00187975092672
2022-10-30,193.18318740740816
2022-10-31,152.23814231487336
2022-11-01,190.28034409720777
2022-11-02,192.45628619686315
2022-11-03,159.90428159894776
2022-11-04,177.86651230214926
2022-11-05,178.24649859265446
2022-11-06,168.56548037667676
2022-11-07,175.5541443460704
2022-11-08,172.93013969470576
2022-11-09,202.27390822439028
2022-11-10,194.83485428746053
2022-11-11,198.93188758268622
2022-11-12,194.1825586687673
2022-11-13,176.4358889092811
2022-11-14,183.25266854854922
2022-11-15,194.17380298082298
2022-11-16,177.85150939762067
2022-11-17,198.00586513615292
2022-11-18,189.28589962887375
2022-11-19,188.7642109209824
2022-11-20,200.45508689536808
2022-11-21,198.63079869192373
2022-11-22,191.43059689782797
2022-11-23,207.49486586243825
2022-11-24,185.96125906700485
2022-11-25,203.81038444428458
2022-11-26,204.46978216914982
2022-11-27,196.339442708991
2022-11-28,203.60055976250806
2022-11-29,188.7403873413612
2022-11-30,211.41184182944554
2022-12-01,201.2501353140429
2022-12-02,198.80682733198182
2022-12-03,215.46614361267788
2022-12-04,198.88147626349337
2022-12-05,192.79580302127425
2022-12-06,192.2760391030665
2022-12-07,214.87052637856905
2022-12-08,196.9801778447581
2022-12-09,228.31217171370122
2022-12-10,190.93017220722533
2022-12-11,229.7045064545658
2022-12-12,215.84559469526897
2022-12-13,213.7685261128326
2022-12-14,210.29122130872096
2022-12-15,220.74080244414637
2022-12-16,217.38615275376299
2022-12-17,229.81236041017848
2022-12-18,220.94199608321279
2022-12-19,222.3264032244785
2022-12-20,218.21396834547988
2022-12-21,222.310127869986
2022-12-22,226.98963332846705
2022-12-23,207.8442494970209
2022-12-24,212.50043091971563
2022-12-25,234.45305881008574
2022-12-26,229.76873254312738
2022-12-27,227.2611787515674
2022-12-28,230.3273047811914
2022-12-29,234.66150064066954
2022-12-30,226.83131491379467
2022-12-31,225.4893476271469
2023-01-01,236.2743305964285
2023-01-02,225.57537839913687
2023-01-03,240.48435186894724
2023-01-04,220.41794160486737
2023-01-05,248.77626797374853
2023-01-06,244.25034671661183
2023-01-07,243.122801964706
2023-01-08,251.42576617820797
2023-01-09,259.28791856741935
2023-01-10,253.80890630532465
2023-01-11,226.28595698140518
2023-01-12,232.9256344851233
2023-01-13,240.49688438879076
2023-01-14,248.0263586744351
2023-01-15,253.95888018901977
2023-01-16,242.53791033017976
2023-01-17,252.67204523030034
2023-01-18,244.25530320727026
2023-01-19,246.6941917091777
2023-01-20,239.73823602219235
2023-01-21,245.5629910151684
2023-01-22,242.2637138123191
2023-01-23,247.0015858628458
2023-01-24,268.27078086330573
2023-01-25,249.20847003571507
2023-01-26,285.988194425804
2023-01-27,265.55305560222797
2023-01-28,263.41709964497977
2023-01-29,253.9271544233557
2023-01-30,270.44873187795713
2023-01-31,258.61683986258583
2023-02-01,266.51336480357935
2023-02-02,291.8064056049412
2023-02-03,266.1492836629626
2023-02-04,279.4987534357307
2023-02-05,261.8619971362392
2023-02-06,269.4230125143666
2023-02-07,288.3512282898993
2023-02-08,265.2348606284436
2023-02-09,290.481109765246
2023-02-10,280.2768219035616
2023-02-11,268.40770300691895
2023-02-12,281.17971354244014
2023-02-13,285.3944534241782
2023-02-14,282.69010189797183
2023-02-15,261.5624851948917
2023-02-16,270.77554679274436
2023-02-17,276.3431967853716
2023-02-18,278.8346174430046
2023-02-19,286.53517410510216
2023-02-20,282.84372941568665
2023-02-21,268.4401423850849
2023-02-22,286.3108701230356
2023-02-23,289.3183359931991
2023-02-24,289.5020969177954
2023-02-25,295.39168976527384
2023-02-26,293.59062306487635
2023-02-27,290.4984066315951
2023-02-28,285.84769837586674
2023-03-01,270.569904849197
2023-03-02,292.0931315548624
2023-03-03,290.47840911238984
2023-03-04,291.7089262091585
2023-03-05,276.8041592613008
2023-03-06,279.32637113154595
2023-03-07,301.2204275829672
2023-03-08,290.83187163669646
2023-03-09,298.5674104820443
2023-03-10,292.5469224192407
2023-03-11,293.0588926715699
2023-03-12,302.6279261488109
2023-03-13,288.5544726376295
2023-03-14,295.13194948910353
2023-03-15,289.9897197039708
2023-03-16,290.69507353720775
2023-03-17,292.3616376224622
2023-03-18,298.07371113980827
2023-03-19,291.449529229372
2023-03-20,309.1647863748937
2023-03-21,288.01687389175106
2023-03-22,295.43541315284665
2023-03-23,293.2334156503031
2023-03-24,312.41247306774045
2023-03-25,300.20554306233777
2023-03-26,308.8410409221993
2023-03-27,283.93486161629454
2023-03-28,301.71408220989565
2023-03-29,308.1782252662977
2023-03-30,300.32830206351355
2023-03-31,310.3690058149131
2023-04-01,294.7352448075608
2023-04-02,314.18071501283765
2023-04-03,323.24051830529527
2023-04-04,296.77263856607993
2023-04-05,296.0806865769767
2023-04-06,315.1894589630903
2023-04-07,316.5564714730367
2023-04-08,295.62254200902265
2023-04-09,296.72495020238875
2023-04-10,298.16996395317653
2023-04-11,287.58964827450325
2023-04-12,291.87936937730154
2023-04-13,291.0416535143882
2023-04-14,293.40774383670146
2023-04-15,300.7270682701995
2023-04-16,303.38985914567263
2023-04-17,316.5121703819423
2023-04-18,290.96880382406096
2023-04-19,310.72654255486214
2023-04-20,298.6602746534175
2023-04-21,300.20831952455063
2023-04-22,307.3399770444815
2023-04-23,289.2395065008098
2023-04-24,304.15197909251896
2023-04-25,301.83986426261396
2023-04-26,304.93372037879595
2023-04-27,302.721268145806
2023-04-28,324.1895728828379
2023-04-29,293.05288859243495
2023-04-30,293.90087830862205
2023-05-01,292.74696368767184
2023-05-02,293.17820358383636
2023-05-03,292.1009209438595
2023-05-04,310.0941172646519
2023-05-05,312.12563089324357
2023-05-06,291.9173767976038
2023-05-07,288.9932919966466
2023-05-08,301.71091339179424
2023-05-09,291.14248861469406
2023-05-10,302.6502021563537
2023-05-11,297.99463885821785
2023-05-12,280.4410114273976
2023-05-13,310.69523068423376
2023-05-14,312.78952992420767
2023-05-15,288.30245880679314
2023-05-16,290.1421134482408
2023-05-17,296.45593313290044
2023-05-18,296.5095433210016
2023-05-19,299.3078426338515
2023-05-20,312.37178338810253
2023-05-21,290.0377057317661
2023-05-22,283.3519387191859
2023-05-23,277.0599393088786
2023-05-24,283.0527358144693
2023-05-25,289.5305550047202
2023-05-26,307.2982781785035
2023-05-27,283.65875269004647
2023-05-28,290.5464102785797
2023-05-29,287.6096759644768
2023-05-30,299.1151334972393
2023-05-31,311.9499575206806
2023-06-01,280.8137320107272
2023-06-02,280.6623853543839
2023-06-03,295.4255439350055
2023-06-04,291.22302470879754
2023-06-05,302.2846029684865
2023-06-06,289.0637047018288
2023-06-07,279.03209823949175
2023-06-08,287.9260987028177
2023-06-09,292.4952859855886
2023-06-10,288.99617562451317
2023-06-11,285.2418385771508
2023-06-12,290.2084689961492
2023-06-13,290.6024212967691
2023-06-14,292.0941595760608
2023-06-15,284.1183766943582
2023-06-16,275.31465324822267
2023-06-17,277.80362065986077
2023-06-18,287.74856330458493
2023-06-19,266.8576945465781
2023-06-20,278.05419841935844
2023-06-21,269.7715773604451
2023-06-22,273.3272504302046
2023-06-23,285.1567453824872
2023-06-24,273.6134818197385
2023-06-25,271.49521346104666
2023-06-26,256.7589890609511
2023-06-27,277.1453879583256
2023-06-28,275.4618493725706
2023-06-29,289.96281793264126
2023-06-30,264.57511406767674
2023-07-01,269.16664288341383
2023-07-02,268.79109211150313
2023-07-03,281.39403126159806
2023-07-04,263.9891688577138
2023-07-05,267.05560257771356
2023-07-06,269.668507680282
2023-07-07,264.7809356419833
2023-07-08,257.7772107561796
2023-07-09,263.51080367061365
2023-07-10,271.6364856233535
2023-07-11,249.96743968620305
2023-07-12,260.8971261389201
2023-07-13,251.9037214011488
2023-07-14,270.19580991396793
2023-07-15,242.35705219383095
2023-07-16,251.3466926129266
2023-07-17,260.058679580424
2023-07-18,271.2963573550517
2023-07-19,254.3423226047547
2023-07-20,248.81093422192563
2023-07-21,272.5422434753183
2023-07-22,238.6231576109298
